,Well,Time step,unloading,stable production,restriction on production line,towards stable production
2288,W4,2856,0.0,0.0,1.0,0.0
2289,W12,2157,0.0,1.0,0.0,0.0
2290,W8,6301,0.0,0.0,1.0,0.0
2291,W8,3419,0.0,0.0,1.0,0.0
2292,W14,4527,0.0,1.0,0.0,0.0
2293,W20,1455,0.0,1.0,0.0,0.0
2294,W10,1636,0.0,0.0,0.0,1.0
2295,W7,498,1.0,0.0,0.0,0.0
2296,W20,721,1.0,0.0,0.0,0.0
2297,W20,800,1.0,0.0,0.0,0.0
2298,W8,971,1.0,0.0,0.0,0.0
2299,W2,1700,0.0,0.0,0.0,1.0
2300,W16,4510,0.0,1.0,0.0,0.0
2301,W14,4673,0.0,1.0,0.0,0.0
2302,W5,3476,0.0,1.0,0.0,0.0
2303,W20,2330,0.0,1.0,0.0,0.0
2304,W14,2522,0.0,1.0,0.0,0.0
2305,W17,281,1.0,0.0,0.0,0.0
2306,W13,324,1.0,0.0,0.0,0.0
2307,W13,4066,0.0,1.0,0.0,0.0
2308,W4,156,1.0,0.0,0.0,0.0
2309,W5,828,1.0,0.0,0.0,0.0
2310,W19,5376,0.0,1.0,0.0,0.0
2311,W19,3139,0.0,1.0,0.0,0.0
2312,W9,1953,0.0,0.0,0.0,1.0
2313,W8,2445,0.0,0.0,1.0,0.0
2314,W19,2564,0.0,1.0,0.0,0.0
2315,W16,2343,0.0,1.0,0.0,0.0
2316,W7,3492,0.0,1.0,0.0,0.0
2317,W12,2085,0.0,1.0,0.0,0.0
2318,W3,3028,0.0,1.0,0.0,0.0
2319,W3,3052,0.0,1.0,0.0,0.0
2320,W4,159,1.0,0.0,0.0,0.0
2321,W19,2106,0.0,1.0,0.0,0.0
2322,W10,2091,0.0,0.0,0.0,1.0
2323,W5,2106,0.0,0.0,0.0,1.0
2324,W18,2410,0.0,1.0,0.0,0.0
2325,W19,416,1.0,0.0,0.0,0.0
2326,W8,4339,0.0,0.0,1.0,0.0
2327,W16,2298,0.0,1.0,0.0,0.0
2328,W5,3270,0.0,1.0,0.0,0.0
2329,W2,2486,0.0,1.0,0.0,0.0
2330,W14,5203,0.0,1.0,0.0,0.0
2331,W18,757,1.0,0.0,0.0,0.0
2332,W15,2168,0.0,1.0,0.0,0.0
2333,W15,3764,0.0,1.0,0.0,0.0
2334,W14,3542,0.0,1.0,0.0,0.0
2335,W12,1158,1.0,0.0,0.0,0.0
2336,W13,2984,0.0,1.0,0.0,0.0
2337,W16,3181,0.0,1.0,0.0,0.0
2338,W5,4931,0.0,1.0,0.0,0.0
2339,W13,3534,0.0,1.0,0.0,0.0
2340,W7,1841,0.0,1.0,0.0,0.0
2341,W4,1181,1.0,0.0,0.0,0.0
2342,W3,356,1.0,0.0,0.0,0.0
2343,W13,177,1.0,0.0,0.0,0.0
2344,W14,1232,1.0,0.0,0.0,0.0
2345,W13,2335,0.0,1.0,0.0,0.0
2346,W7,1411,0.0,0.0,0.0,1.0
2347,W14,2236,0.0,1.0,0.0,0.0
2348,W17,2382,0.0,1.0,0.0,0.0
2349,W11,1044,1.0,0.0,0.0,0.0
2350,W14,1110,1.0,0.0,0.0,0.0
2351,W17,1494,0.0,1.0,0.0,0.0
2352,W10,1763,0.0,1.0,0.0,0.0
2353,W20,2326,0.0,1.0,0.0,0.0
2354,W5,1678,0.0,0.0,0.0,1.0
2355,W10,2063,0.0,0.0,0.0,1.0
2356,W12,907,1.0,0.0,0.0,0.0
2357,W14,5394,0.0,1.0,0.0,0.0
2358,W5,3472,0.0,1.0,0.0,0.0
2359,W10,1367,0.0,0.0,0.0,1.0
2360,W7,2881,0.0,1.0,0.0,0.0
2361,W15,1964,0.0,0.0,0.0,1.0
2362,W17,2869,0.0,1.0,0.0,0.0
2363,W7,2696,0.0,1.0,0.0,0.0
2364,W19,3138,0.0,1.0,0.0,0.0
2365,W2,1271,0.0,0.0,0.0,1.0
2366,W3,1862,0.0,1.0,0.0,0.0
2367,W8,6330,0.0,0.0,1.0,0.0
2368,W5,506,1.0,0.0,0.0,0.0
2369,W8,3172,0.0,0.0,1.0,0.0
2370,W11,2398,0.0,1.0,0.0,0.0
2371,W5,3672,0.0,1.0,0.0,0.0
2372,W13,3426,0.0,1.0,0.0,0.0
2373,W8,3717,0.0,0.0,1.0,0.0
2374,W4,3078,0.0,0.0,1.0,0.0
2375,W8,2730,0.0,0.0,1.0,0.0
2376,W5,552,1.0,0.0,0.0,0.0
2377,W14,589,1.0,0.0,0.0,0.0
2378,W3,3569,0.0,1.0,0.0,0.0
2379,W16,4542,0.0,1.0,0.0,0.0
2380,W2,1734,0.0,0.0,0.0,1.0
2381,W16,1291,1.0,0.0,0.0,0.0
2382,W8,1451,0.0,0.0,1.0,0.0
2383,W10,2190,0.0,1.0,0.0,0.0
2384,W8,6698,0.0,0.0,1.0,0.0
2385,W4,2276,0.0,0.0,1.0,0.0
2386,W8,2599,0.0,0.0,1.0,0.0
2387,W8,6066,0.0,0.0,1.0,0.0
2388,W10,441,1.0,0.0,0.0,0.0
2389,W3,1149,1.0,0.0,0.0,0.0
2390,W10,1359,0.0,0.0,0.0,1.0
2391,W16,3377,0.0,1.0,0.0,0.0
2392,W16,4239,0.0,1.0,0.0,0.0
2393,W9,907,1.0,0.0,0.0,0.0
2394,W10,2217,0.0,1.0,0.0,0.0
2395,W16,2502,0.0,1.0,0.0,0.0
2396,W2,1217,0.0,0.0,0.0,1.0
2397,W3,3180,0.0,1.0,0.0,0.0
2398,W17,4926,0.0,1.0,0.0,0.0
2399,W9,3775,0.0,1.0,0.0,0.0
2400,W11,1835,0.0,1.0,0.0,0.0
2401,W9,2374,0.0,1.0,0.0,0.0
2402,W16,676,1.0,0.0,0.0,0.0
2403,W14,1054,1.0,0.0,0.0,0.0
2404,W12,2423,0.0,1.0,0.0,0.0
2405,W13,972,1.0,0.0,0.0,0.0
2406,W7,328,1.0,0.0,0.0,0.0
2407,W18,1659,0.0,1.0,0.0,0.0
2408,W8,2185,0.0,0.0,1.0,0.0
2409,W17,1407,0.0,0.0,0.0,1.0
2410,W8,4512,0.0,0.0,1.0,0.0
2411,W13,2221,0.0,1.0,0.0,0.0
2412,W2,1257,0.0,0.0,0.0,1.0
2413,W9,2957,0.0,1.0,0.0,0.0
2414,W16,2921,0.0,1.0,0.0,0.0
2415,W14,4591,0.0,1.0,0.0,0.0
2416,W14,3994,0.0,1.0,0.0,0.0
2417,W7,2878,0.0,1.0,0.0,0.0
2418,W7,3684,0.0,1.0,0.0,0.0
2419,W18,1933,0.0,1.0,0.0,0.0
2420,W3,2048,0.0,1.0,0.0,0.0
2421,W18,2499,0.0,1.0,0.0,0.0
2422,W15,791,1.0,0.0,0.0,0.0
2423,W4,1430,0.0,0.0,1.0,0.0
2424,W17,158,1.0,0.0,0.0,0.0
2425,W11,899,1.0,0.0,0.0,0.0
2426,W15,4818,0.0,1.0,0.0,0.0
2427,W7,1891,0.0,1.0,0.0,0.0
2428,W19,874,1.0,0.0,0.0,0.0
2429,W8,4245,0.0,0.0,1.0,0.0
2430,W16,4129,0.0,1.0,0.0,0.0
2431,W3,2590,0.0,1.0,0.0,0.0
2432,W8,3789,0.0,0.0,1.0,0.0
2433,W14,2656,0.0,1.0,0.0,0.0
2434,W20,2321,0.0,1.0,0.0,0.0
2435,W3,2624,0.0,1.0,0.0,0.0
2436,W11,1825,0.0,1.0,0.0,0.0
2437,W8,6164,0.0,0.0,1.0,0.0
2438,W16,3712,0.0,1.0,0.0,0.0
2439,W17,2071,0.0,1.0,0.0,0.0
2440,W8,4036,0.0,0.0,1.0,0.0
2441,W8,620,1.0,0.0,0.0,0.0
2442,W15,615,1.0,0.0,0.0,0.0
2443,W8,4017,0.0,0.0,1.0,0.0
2444,W2,2159,0.0,1.0,0.0,0.0
2445,W15,680,1.0,0.0,0.0,0.0
2446,W3,598,1.0,0.0,0.0,0.0
2447,W12,1781,0.0,1.0,0.0,0.0
2448,W19,5301,0.0,1.0,0.0,0.0
2449,W16,930,1.0,0.0,0.0,0.0
2450,W15,2462,0.0,1.0,0.0,0.0
2451,W13,2511,0.0,1.0,0.0,0.0
2452,W11,1530,0.0,1.0,0.0,0.0
2453,W4,2617,0.0,0.0,1.0,0.0
2454,W8,3202,0.0,0.0,1.0,0.0
2455,W2,3103,0.0,1.0,0.0,0.0
2456,W14,4128,0.0,1.0,0.0,0.0
2457,W16,1077,1.0,0.0,0.0,0.0
2458,W3,911,1.0,0.0,0.0,0.0
2459,W10,1771,0.0,1.0,0.0,0.0
2460,W14,4437,0.0,1.0,0.0,0.0
2461,W13,1707,0.0,0.0,0.0,1.0
2462,W15,1175,1.0,0.0,0.0,0.0
2463,W14,5848,0.0,1.0,0.0,0.0
2464,W15,4805,0.0,1.0,0.0,0.0
2465,W2,1706,0.0,0.0,0.0,1.0
2466,W5,825,1.0,0.0,0.0,0.0
2467,W15,4671,0.0,1.0,0.0,0.0
2468,W5,1733,0.0,0.0,0.0,1.0
2469,W7,840,1.0,0.0,0.0,0.0
2470,W8,446,1.0,0.0,0.0,0.0
2471,W4,2334,0.0,0.0,1.0,0.0
2472,W16,2257,0.0,1.0,0.0,0.0
2473,W4,1199,1.0,0.0,0.0,0.0
2474,W17,4110,0.0,1.0,0.0,0.0
2475,W14,456,1.0,0.0,0.0,0.0
2476,W5,778,1.0,0.0,0.0,0.0
2477,W20,1923,0.0,1.0,0.0,0.0
2478,W5,2915,0.0,1.0,0.0,0.0
2479,W16,264,1.0,0.0,0.0,0.0
2480,W18,1836,0.0,1.0,0.0,0.0
2481,W13,1086,1.0,0.0,0.0,0.0
2482,W12,1009,1.0,0.0,0.0,0.0
2483,W8,5376,0.0,0.0,1.0,0.0
2484,W17,1521,0.0,1.0,0.0,0.0
2485,W4,3150,0.0,0.0,1.0,0.0
2486,W18,3373,0.0,1.0,0.0,0.0
2487,W10,1132,1.0,0.0,0.0,0.0
2488,W19,4948,0.0,1.0,0.0,0.0
2489,W13,940,1.0,0.0,0.0,0.0
2490,W4,1992,0.0,0.0,1.0,0.0
2491,W7,3116,0.0,1.0,0.0,0.0
2492,W20,549,1.0,0.0,0.0,0.0
2493,W19,5368,0.0,1.0,0.0,0.0
2494,W19,5018,0.0,1.0,0.0,0.0
2495,W13,1382,0.0,0.0,0.0,1.0
2496,W11,281,1.0,0.0,0.0,0.0
2497,W5,4587,0.0,1.0,0.0,0.0
2498,W11,1727,0.0,1.0,0.0,0.0
2499,W16,3307,0.0,1.0,0.0,0.0
2500,W9,2375,0.0,1.0,0.0,0.0
2501,W8,4763,0.0,0.0,1.0,0.0
2502,W15,2341,0.0,1.0,0.0,0.0
2503,W4,2488,0.0,0.0,1.0,0.0
2504,W14,4448,0.0,1.0,0.0,0.0
2505,W13,238,1.0,0.0,0.0,0.0
2506,W18,1186,1.0,0.0,0.0,0.0
2507,W19,5355,0.0,1.0,0.0,0.0
2508,W16,1359,0.0,0.0,0.0,1.0
2509,W3,1434,0.0,0.0,0.0,1.0
2510,W7,431,1.0,0.0,0.0,0.0
2511,W4,1816,0.0,0.0,1.0,0.0
2512,W13,2399,0.0,1.0,0.0,0.0
2513,W14,1960,0.0,1.0,0.0,0.0
2514,W17,4304,0.0,1.0,0.0,0.0
2515,W2,2273,0.0,1.0,0.0,0.0
2516,W20,2188,0.0,1.0,0.0,0.0
2517,W14,496,1.0,0.0,0.0,0.0
2518,W8,4135,0.0,0.0,1.0,0.0
2519,W5,3101,0.0,1.0,0.0,0.0
2520,W2,1320,0.0,0.0,0.0,1.0
2521,W17,2665,0.0,1.0,0.0,0.0
2522,W15,1643,0.0,1.0,0.0,0.0
2523,W14,2049,0.0,1.0,0.0,0.0
2524,W8,6480,0.0,0.0,1.0,0.0
2525,W11,1423,0.0,0.0,0.0,1.0
2526,W4,1250,1.0,0.0,0.0,0.0
2527,W17,685,1.0,0.0,0.0,0.0
2528,W14,839,1.0,0.0,0.0,0.0
2529,W14,2964,0.0,1.0,0.0,0.0
2530,W11,2219,0.0,1.0,0.0,0.0
2531,W19,4623,0.0,1.0,0.0,0.0
2532,W9,1129,1.0,0.0,0.0,0.0
2533,W9,321,1.0,0.0,0.0,0.0
2534,W9,2422,0.0,1.0,0.0,0.0
2535,W14,254,1.0,0.0,0.0,0.0
2536,W11,1444,0.0,0.0,0.0,1.0
2537,W12,298,1.0,0.0,0.0,0.0
2538,W4,3058,0.0,0.0,1.0,0.0
2539,W12,255,1.0,0.0,0.0,0.0
2540,W7,3113,0.0,1.0,0.0,0.0
2541,W10,1168,1.0,0.0,0.0,0.0
2542,W16,915,1.0,0.0,0.0,0.0
2543,W8,2528,0.0,0.0,1.0,0.0
2544,W5,2824,0.0,1.0,0.0,0.0
2545,W3,1645,0.0,0.0,0.0,1.0
2546,W19,1505,0.0,1.0,0.0,0.0
2547,W14,1882,0.0,1.0,0.0,0.0
2548,W15,526,1.0,0.0,0.0,0.0
2549,W2,1584,0.0,0.0,0.0,1.0
2550,W14,1116,1.0,0.0,0.0,0.0
2551,W20,1424,0.0,0.0,0.0,1.0
2552,W8,3982,0.0,0.0,1.0,0.0
2553,W17,1788,0.0,1.0,0.0,0.0
2554,W8,5761,0.0,0.0,1.0,0.0
2555,W14,1775,0.0,0.0,0.0,1.0
2556,W14,4616,0.0,1.0,0.0,0.0
2557,W18,2114,0.0,1.0,0.0,0.0
2558,W15,1726,0.0,1.0,0.0,0.0
2559,W4,1009,1.0,0.0,0.0,0.0
2560,W18,3670,0.0,1.0,0.0,0.0
2561,W2,2957,0.0,1.0,0.0,0.0
2562,W5,3061,0.0,1.0,0.0,0.0
2563,W18,1335,0.0,0.0,0.0,1.0
2564,W15,2861,0.0,1.0,0.0,0.0
2565,W7,2089,0.0,1.0,0.0,0.0
2566,W10,2334,0.0,1.0,0.0,0.0
2567,W13,3143,0.0,1.0,0.0,0.0
2568,W5,2499,0.0,1.0,0.0,0.0
2569,W18,1212,1.0,0.0,0.0,0.0
2570,W5,2379,0.0,1.0,0.0,0.0
2571,W19,2156,0.0,1.0,0.0,0.0
2572,W3,924,1.0,0.0,0.0,0.0
2573,W14,6254,0.0,1.0,0.0,0.0
2574,W5,2946,0.0,1.0,0.0,0.0
2575,W19,2430,0.0,1.0,0.0,0.0
2576,W15,2572,0.0,1.0,0.0,0.0
2577,W7,693,1.0,0.0,0.0,0.0
2578,W14,1910,0.0,1.0,0.0,0.0
2579,W7,1536,0.0,1.0,0.0,0.0
2580,W17,131,1.0,0.0,0.0,0.0
2581,W8,366,1.0,0.0,0.0,0.0
2582,W5,2411,0.0,1.0,0.0,0.0
2583,W18,4180,0.0,1.0,0.0,0.0
2584,W7,3183,0.0,1.0,0.0,0.0
2585,W4,1830,0.0,0.0,1.0,0.0
2586,W12,415,1.0,0.0,0.0,0.0
2587,W14,1577,0.0,0.0,0.0,1.0
2588,W5,1953,0.0,0.0,0.0,1.0
2589,W16,2565,0.0,1.0,0.0,0.0
2590,W10,1564,0.0,0.0,0.0,1.0
2591,W14,4387,0.0,1.0,0.0,0.0
2592,W5,1833,0.0,0.0,0.0,1.0
2593,W8,6696,0.0,0.0,1.0,0.0
2594,W2,4379,0.0,1.0,0.0,0.0
2595,W9,1979,0.0,0.0,0.0,1.0
2596,W7,1955,0.0,1.0,0.0,0.0
2597,W13,762,1.0,0.0,0.0,0.0
2598,W18,3402,0.0,1.0,0.0,0.0
2599,W3,3274,0.0,1.0,0.0,0.0
2600,W20,1272,1.0,0.0,0.0,0.0
2601,W14,2379,0.0,1.0,0.0,0.0
2602,W19,3617,0.0,1.0,0.0,0.0
2603,W15,2219,0.0,1.0,0.0,0.0
2604,W20,3012,0.0,1.0,0.0,0.0
2605,W8,467,1.0,0.0,0.0,0.0
2606,W3,825,1.0,0.0,0.0,0.0
2607,W12,1249,1.0,0.0,0.0,0.0
2608,W14,489,1.0,0.0,0.0,0.0
2609,W8,252,1.0,0.0,0.0,0.0
2610,W2,3018,0.0,1.0,0.0,0.0
2611,W3,3295,0.0,1.0,0.0,0.0
2612,W13,3920,0.0,1.0,0.0,0.0
2613,W5,907,1.0,0.0,0.0,0.0
2614,W8,4935,0.0,0.0,1.0,0.0
2615,W8,4218,0.0,0.0,1.0,0.0
2616,W3,1482,0.0,0.0,0.0,1.0
2617,W11,132,1.0,0.0,0.0,0.0
2618,W18,1872,0.0,1.0,0.0,0.0
2619,W7,3878,0.0,1.0,0.0,0.0
2620,W18,3896,0.0,1.0,0.0,0.0
2621,W19,1841,0.0,1.0,0.0,0.0
2622,W15,2650,0.0,1.0,0.0,0.0
2623,W14,5038,0.0,1.0,0.0,0.0
2624,W18,320,1.0,0.0,0.0,0.0
2625,W18,1606,0.0,1.0,0.0,0.0
2626,W18,889,1.0,0.0,0.0,0.0
2627,W16,589,1.0,0.0,0.0,0.0
2628,W16,505,1.0,0.0,0.0,0.0
2629,W14,1905,0.0,1.0,0.0,0.0
2630,W18,2589,0.0,1.0,0.0,0.0
2631,W13,953,1.0,0.0,0.0,0.0
2632,W5,2817,0.0,1.0,0.0,0.0
2633,W2,1843,0.0,0.0,0.0,1.0
2634,W19,3504,0.0,1.0,0.0,0.0
2635,W9,2143,0.0,0.0,0.0,1.0
2636,W17,2282,0.0,1.0,0.0,0.0
2637,W10,1183,1.0,0.0,0.0,0.0
2638,W17,2274,0.0,1.0,0.0,0.0
2639,W11,1488,0.0,1.0,0.0,0.0
2640,W8,1442,0.0,0.0,1.0,0.0
2641,W19,2214,0.0,1.0,0.0,0.0
2642,W7,3471,0.0,1.0,0.0,0.0
2643,W13,438,1.0,0.0,0.0,0.0
2644,W8,2516,0.0,0.0,1.0,0.0
2645,W9,3290,0.0,1.0,0.0,0.0
2646,W7,2321,0.0,1.0,0.0,0.0
2647,W8,6681,0.0,0.0,1.0,0.0
2648,W16,3022,0.0,1.0,0.0,0.0
2649,W14,3171,0.0,1.0,0.0,0.0
2650,W5,2359,0.0,1.0,0.0,0.0
2651,W9,219,1.0,0.0,0.0,0.0
2652,W17,1219,1.0,0.0,0.0,0.0
2653,W13,2572,0.0,1.0,0.0,0.0
2654,W19,2369,0.0,1.0,0.0,0.0
2655,W13,597,1.0,0.0,0.0,0.0
2656,W7,2841,0.0,1.0,0.0,0.0
2657,W7,151,1.0,0.0,0.0,0.0
2658,W19,5216,0.0,1.0,0.0,0.0
2659,W8,585,1.0,0.0,0.0,0.0
2660,W15,2801,0.0,1.0,0.0,0.0
2661,W2,2309,0.0,1.0,0.0,0.0
2662,W5,770,1.0,0.0,0.0,0.0
2663,W8,6119,0.0,0.0,1.0,0.0
2664,W4,1147,1.0,0.0,0.0,0.0
2665,W3,996,1.0,0.0,0.0,0.0
2666,W20,1860,0.0,1.0,0.0,0.0
2667,W14,3205,0.0,1.0,0.0,0.0
2668,W10,1800,0.0,1.0,0.0,0.0
2669,W9,1516,0.0,0.0,0.0,1.0
2670,W4,1382,0.0,0.0,1.0,0.0
2671,W8,4281,0.0,0.0,1.0,0.0
2672,W19,4336,0.0,1.0,0.0,0.0
2673,W15,2518,0.0,1.0,0.0,0.0
2674,W17,942,1.0,0.0,0.0,0.0
2675,W7,1227,1.0,0.0,0.0,0.0
2676,W8,6311,0.0,0.0,1.0,0.0
2677,W5,5228,0.0,1.0,0.0,0.0
2678,W17,2077,0.0,1.0,0.0,0.0
2679,W12,2129,0.0,1.0,0.0,0.0
2680,W17,659,1.0,0.0,0.0,0.0
2681,W8,2527,0.0,0.0,1.0,0.0
2682,W14,4713,0.0,1.0,0.0,0.0
2683,W18,3821,0.0,1.0,0.0,0.0
2684,W12,592,1.0,0.0,0.0,0.0
2685,W3,1126,1.0,0.0,0.0,0.0
2686,W8,5752,0.0,0.0,1.0,0.0
2687,W8,511,1.0,0.0,0.0,0.0
2688,W17,4399,0.0,1.0,0.0,0.0
2689,W2,4501,0.0,1.0,0.0,0.0
2690,W13,1839,0.0,0.0,0.0,1.0
2691,W12,2181,0.0,1.0,0.0,0.0
2692,W4,2426,0.0,0.0,1.0,0.0
2693,W14,3742,0.0,1.0,0.0,0.0
2694,W17,5277,0.0,1.0,0.0,0.0
2695,W11,1739,0.0,1.0,0.0,0.0
2696,W3,347,1.0,0.0,0.0,0.0
2697,W3,3823,0.0,1.0,0.0,0.0
2698,W10,415,1.0,0.0,0.0,0.0
2699,W5,1308,1.0,0.0,0.0,0.0
2700,W5,3894,0.0,1.0,0.0,0.0
2701,W20,2644,0.0,1.0,0.0,0.0
2702,W14,978,1.0,0.0,0.0,0.0
2703,W9,1019,1.0,0.0,0.0,0.0
2704,W2,3535,0.0,1.0,0.0,0.0
2705,W14,3834,0.0,1.0,0.0,0.0
2706,W8,1858,0.0,0.0,1.0,0.0
2707,W7,1635,0.0,1.0,0.0,0.0
2708,W3,3306,0.0,1.0,0.0,0.0
2709,W5,2236,0.0,0.0,0.0,1.0
2710,W5,284,1.0,0.0,0.0,0.0
2711,W15,2885,0.0,1.0,0.0,0.0
2712,W12,2658,0.0,1.0,0.0,0.0
2713,W8,509,1.0,0.0,0.0,0.0
2714,W11,1725,0.0,1.0,0.0,0.0
2715,W14,864,1.0,0.0,0.0,0.0
2716,W11,172,1.0,0.0,0.0,0.0
2717,W5,2158,0.0,0.0,0.0,1.0
2718,W18,1276,1.0,0.0,0.0,0.0
2719,W2,2506,0.0,1.0,0.0,0.0
2720,W10,2293,0.0,1.0,0.0,0.0
2721,W7,3699,0.0,1.0,0.0,0.0
2722,W15,2744,0.0,1.0,0.0,0.0
2723,W18,1436,0.0,0.0,0.0,1.0
2724,W15,2843,0.0,1.0,0.0,0.0
2725,W3,3998,0.0,1.0,0.0,0.0
2726,W10,2059,0.0,0.0,0.0,1.0
2727,W14,981,1.0,0.0,0.0,0.0
2728,W15,3376,0.0,1.0,0.0,0.0
2729,W4,2567,0.0,0.0,1.0,0.0
2730,W2,3704,0.0,1.0,0.0,0.0
2731,W19,3535,0.0,1.0,0.0,0.0
2732,W19,2280,0.0,1.0,0.0,0.0
2733,W16,697,1.0,0.0,0.0,0.0
2734,W17,301,1.0,0.0,0.0,0.0
2735,W16,1156,1.0,0.0,0.0,0.0
2736,W18,3908,0.0,1.0,0.0,0.0
2737,W9,3663,0.0,1.0,0.0,0.0
2738,W4,2683,0.0,0.0,1.0,0.0
2739,W14,450,1.0,0.0,0.0,0.0
2740,W16,775,1.0,0.0,0.0,0.0
2741,W8,3451,0.0,0.0,1.0,0.0
2742,W7,2993,0.0,1.0,0.0,0.0
2743,W4,2235,0.0,0.0,1.0,0.0
2744,W13,2603,0.0,1.0,0.0,0.0
2745,W16,2367,0.0,1.0,0.0,0.0
2746,W17,2707,0.0,1.0,0.0,0.0
2747,W9,1718,0.0,0.0,0.0,1.0
2748,W18,3485,0.0,1.0,0.0,0.0
2749,W5,3643,0.0,1.0,0.0,0.0
2750,W7,1598,0.0,1.0,0.0,0.0
2751,W12,1421,0.0,0.0,0.0,1.0
2752,W14,4808,0.0,1.0,0.0,0.0
2753,W5,3681,0.0,1.0,0.0,0.0
2754,W16,2986,0.0,1.0,0.0,0.0
2755,W7,3033,0.0,1.0,0.0,0.0
2756,W10,299,1.0,0.0,0.0,0.0
2757,W2,2034,0.0,0.0,0.0,1.0
2758,W13,3010,0.0,1.0,0.0,0.0
2759,W20,1742,0.0,1.0,0.0,0.0
2760,W2,2091,0.0,0.0,0.0,1.0
2761,W5,5371,0.0,1.0,0.0,0.0
2762,W10,1077,1.0,0.0,0.0,0.0
2763,W20,1881,0.0,1.0,0.0,0.0
2764,W18,3428,0.0,1.0,0.0,0.0
2765,W16,3845,0.0,1.0,0.0,0.0
2766,W17,564,1.0,0.0,0.0,0.0
2767,W2,736,1.0,0.0,0.0,0.0
2768,W11,763,1.0,0.0,0.0,0.0
2769,W3,3896,0.0,1.0,0.0,0.0
2770,W11,1650,0.0,1.0,0.0,0.0
2771,W2,3440,0.0,1.0,0.0,0.0
2772,W2,4034,0.0,1.0,0.0,0.0
2773,W15,1000,1.0,0.0,0.0,0.0
2774,W5,3292,0.0,1.0,0.0,0.0
2775,W11,2267,0.0,1.0,0.0,0.0
2776,W14,3024,0.0,1.0,0.0,0.0
2777,W9,1567,0.0,0.0,0.0,1.0
2778,W12,2164,0.0,1.0,0.0,0.0
2779,W17,699,1.0,0.0,0.0,0.0
2780,W9,3704,0.0,1.0,0.0,0.0
2781,W13,1654,0.0,0.0,0.0,1.0
2782,W14,5810,0.0,1.0,0.0,0.0
2783,W12,2507,0.0,1.0,0.0,0.0
2784,W17,545,1.0,0.0,0.0,0.0
2785,W11,1861,0.0,1.0,0.0,0.0
2786,W13,2751,0.0,1.0,0.0,0.0
2787,W16,337,1.0,0.0,0.0,0.0
2788,W16,1958,0.0,1.0,0.0,0.0
2789,W5,2038,0.0,0.0,0.0,1.0
2790,W8,1672,0.0,0.0,1.0,0.0
2791,W7,2541,0.0,1.0,0.0,0.0
2792,W20,1523,0.0,1.0,0.0,0.0
2793,W10,445,1.0,0.0,0.0,0.0
2794,W20,2218,0.0,1.0,0.0,0.0
2795,W8,5569,0.0,0.0,1.0,0.0
2796,W20,251,1.0,0.0,0.0,0.0
2797,W16,145,1.0,0.0,0.0,0.0
2798,W18,912,1.0,0.0,0.0,0.0
2799,W14,4662,0.0,1.0,0.0,0.0
2800,W11,619,1.0,0.0,0.0,0.0
2801,W18,3317,0.0,1.0,0.0,0.0
2802,W10,898,1.0,0.0,0.0,0.0
2803,W16,2045,0.0,1.0,0.0,0.0
2804,W20,1996,0.0,1.0,0.0,0.0
2805,W19,2211,0.0,1.0,0.0,0.0
2806,W15,3374,0.0,1.0,0.0,0.0
2807,W2,311,1.0,0.0,0.0,0.0
2808,W15,3299,0.0,1.0,0.0,0.0
2809,W8,131,1.0,0.0,0.0,0.0
2810,W9,327,1.0,0.0,0.0,0.0
2811,W14,598,1.0,0.0,0.0,0.0
2812,W20,815,1.0,0.0,0.0,0.0
2813,W15,557,1.0,0.0,0.0,0.0
2814,W4,1493,0.0,0.0,1.0,0.0
2815,W2,1039,1.0,0.0,0.0,0.0
2816,W3,740,1.0,0.0,0.0,0.0
2817,W18,1939,0.0,1.0,0.0,0.0
2818,W7,2527,0.0,1.0,0.0,0.0
2819,W4,1020,1.0,0.0,0.0,0.0
2820,W14,2390,0.0,1.0,0.0,0.0
2821,W14,2107,0.0,1.0,0.0,0.0
2822,W19,4142,0.0,1.0,0.0,0.0
2823,W11,167,1.0,0.0,0.0,0.0
2824,W4,1230,1.0,0.0,0.0,0.0
2825,W2,2841,0.0,1.0,0.0,0.0
2826,W11,396,1.0,0.0,0.0,0.0
2827,W9,1407,0.0,0.0,0.0,1.0
2828,W20,1432,0.0,0.0,0.0,1.0
2829,W13,1638,0.0,0.0,0.0,1.0
2830,W19,3199,0.0,1.0,0.0,0.0
2831,W2,1163,0.0,0.0,0.0,1.0
2832,W5,3744,0.0,1.0,0.0,0.0
2833,W17,4178,0.0,1.0,0.0,0.0
2834,W4,2543,0.0,0.0,1.0,0.0
2835,W12,1913,0.0,1.0,0.0,0.0
2836,W16,4605,0.0,1.0,0.0,0.0
2837,W19,1893,0.0,1.0,0.0,0.0
2838,W14,5666,0.0,1.0,0.0,0.0
2839,W19,2548,0.0,1.0,0.0,0.0
2840,W5,3121,0.0,1.0,0.0,0.0
2841,W8,4942,0.0,0.0,1.0,0.0
2842,W16,2791,0.0,1.0,0.0,0.0
2843,W13,2690,0.0,1.0,0.0,0.0
2844,W19,1311,1.0,0.0,0.0,0.0
2845,W20,142,1.0,0.0,0.0,0.0
2846,W19,5490,0.0,1.0,0.0,0.0
2847,W7,2298,0.0,1.0,0.0,0.0
2848,W2,3008,0.0,1.0,0.0,0.0
2849,W2,3224,0.0,1.0,0.0,0.0
2850,W16,3379,0.0,1.0,0.0,0.0
